FID,WELL_CLASS,TD,PB,NOX,lat,long
"3,157",G,"13,785.000000000000000","13,734.000000000000000",646.975654290490410,42.588965352199999,-109.706728037999990
"3,158",G,"13,800.000000000000000","13,658.000000000000000",647.149988263201750,42.588465365099999,-109.705697994000000
"3,159",G,"13,600.000000000000000","13,546.000000000000000",647.353648100091390,42.588365364799998,-109.705827996000000
"3,160",G,"11,630.000000000000000","11,545.000000000000000",871.776735043574150,42.444906512099998,-109.706815341000000
"3,161",G,"10,658.000000000000000","10,330.000000000000000",948.859225072144680,42.411416565000003,-109.741125897000000
"3,162",G,"10,469.000000000000000","10,352.000000000000000",948.917826660543370,42.411606555399999,-109.741915925000000
"3,163",G,"12,955.000000000000000","12,723.000000000000000",819.182496233379310,42.474276208600003,-109.701635644000010
"3,164",G,"13,110.000000000000000","13,068.000000000000000",818.158351954633190,42.474266228700003,-109.699575575000000
"3,165",G,"10,848.000000000000000","10,826.000000000000000",925.866825449078990,42.418606678899998,-109.721625392000010
"3,166",G,"10,769.000000000000000","10,672.000000000000000",927.572037054949760,42.418336657799998,-109.724015464000000
"3,167",G,"10,962.000000000000000","10,942.000000000000000",920.930054632269840,42.420666678600000,-109.719215348000010
"3,168",G,"10,930.000000000000000","10,872.000000000000000",920.623105751019240,42.420146710099999,-109.716775262000000
"3,169",G,"10,972.000000000000000","10,875.000000000000000",916.987969719571540,42.421676709499998,-109.715035231000000
"3,170",G,"13,020.000000000000000","12,985.000000000000000",651.878541327346970,42.600834843500003,-109.748639673000000
"3,171",G,"12,962.000000000000000","12,950.000000000000000",651.434574175103080,42.601514829300001,-109.749579719000000
"3,172",G,"13,975.000000000000000","13,894.000000000000000",645.473100170550420,42.587115446799999,-109.698627731000000
