	"Start at the Cook Sled, and head toward the Beaufort. John G. and Don Perovich. "					
	Runs from 2.78 km to 5.42 km stake (running NE)					
EM31	Spacing is 5-m nominal.  On the Beuafort it was closer to 5.5m.					
Dist (m)	BH1	E	Snow	Ice+Snow	Ice	Comments
1600	342.4	33.259		161.7	161.7
1605	339.36	33.259		162.9	162.9
1610	322.88	33.257		169.8	169.8
1615	329.28	33.259		167.1	167.1
1620	335.38	33.263		164.5	164.5
1625	319.82	33.259		171.1	171.1
1630	289.3	33.263		185.1	185.1
1635	295.72	33.243		182.0	182.0
1640	299.08	33.232		180.4	180.4
1645	320.44	33.239		170.8	170.8
1650	305.78	33.239		177.3	177.3
1655	297.54	33.23		181.1	181.1
1660	277.4	33.235		191.1	191.1
1665	276.18	33.219		191.7	191.7
1670	282.6	33.235		188.4	188.4
1675	281.38	33.233		189.0	189.0
1680	313.12	33.209		174.0	174.0
1685	307	33.219		176.8	176.8
1690	301.2	33.23		179.4	179.4
1695	311.28	33.213		174.8	174.8
1700	315.24	33.224		173.1	173.1
1705	307	33.202		176.8	176.8
1710	303.34	33.222		178.4	178.4
1715	312.2	33.202		174.4	174.4
1720	313.42	33.222		173.9	173.9
1725	318.9	33.211		171.5	171.5
1730	298.76	33.211		180.6	180.6
1735	320.44	33.2		170.8	170.8
1740	308.54	33.219		176.1	176.1
1745	308.54	33.215		176.1	176.1
1750	321.66	33.211		170.3	170.3
1755	299.38	33.204		180.3	180.3
1760	312.8	33.189		174.1	174.1
1765	304.56	33.2		177.9	177.9
1770	313.42	33.209		173.9	173.9
1775	295.72	33.182		182.0	182.0
1780	270.7	33.208		194.6	194.6
1785	297.86	33.202		181.0	181.0
1790	309.76	33.206		175.5	175.5
1795	317.68	33.202		172.0	172.0
1800	292.66	33.195		183.5	183.5
1805	297.86	33.2		181.0	181.0
1810	314.64	33.197		173.3	173.3
1815	317.68	33.167		172.0	172.0
1820	309.44	33.197		175.7	175.7
1825	303.96	33.197		178.1	178.1
1830	298.76	33.193		180.6	180.6
1835	309.76	33.176		175.5	175.5
1840	293.28	33.186		183.2	183.2
1845	300.3	33.156		179.8	179.8
1850	304.56	33.187		177.9	177.9
1855	301.52	33.175		179.3	179.3
1860	297.86	33.153		181.0	181.0
1865	307	33.184		176.8	176.8
1870	306.4	33.182		177.0	177.0
1875	304.56	33.147		177.9	177.9
1880	285.04	33.18		187.2	187.2
1885	288.4	33.156		185.5	185.5
1890	293.28	33.175		183.2	183.2
1895	286.26	33.158		186.6	186.6
1900	301.2	33.138		179.4	179.4
1905	297.24	33.167		181.3	181.3
1910	286.86	33.158		186.3	186.3
1915	314.34	33.162		173.5	173.5
1920	316.46	33.164		172.5	172.5
1925	323.18	33.158		169.6	169.6
1930	319.22	33.14		171.3	171.3
1935	298.16	33.13		180.8	180.8
1940	278.62	33.154		190.4	190.4
1945	289	33.105		185.2	185.2
1950	308.84	33.081		175.9	175.9
1955	310.36	33.055		175.2	175.2
1960	302.74	33.053		178.7	178.7
1965	307	33.068		176.8	176.8
1970	305.48	33.029		177.4	177.4
1975	299.38	33.072		180.3	180.3
1980	306.7	33.053		176.9	176.9
1985	311.28	33.064		174.8	174.8
