,,
,,
Latitude,Longitude,thickness (m)
71.8202419,-157.6359921,2.745
71.8202194,-157.6359278,2.536
71.8201970,-157.6358636,2.332
71.8201745,-157.6357993,2.158
71.8201520,-157.6357350,2.025
71.8201295,-157.6356707,1.916
71.8201070,-157.6356063,1.820
71.8200845,-157.6355420,1.744
71.8200620,-157.6354776,1.699
71.8200395,-157.6354131,1.681
71.8200170,-157.6353486,1.672
71.8199945,-157.6352841,1.667
71.8199720,-157.6352195,1.672
71.8199495,-157.6351548,1.680
71.8199270,-157.6350900,1.675
71.8199045,-157.6350251,1.668
71.8198820,-157.6349602,1.685
71.8198595,-157.6348952,1.733
71.8198371,-157.6348301,1.804
71.8198147,-157.6347649,1.886
71.8197923,-157.6346997,1.958
71.8197699,-157.6346344,1.998
71.8197475,-157.6345690,2.014
71.8197252,-157.6345035,2.044
71.8197030,-157.6344380,2.095
71.8196808,-157.6343724,2.142
71.8196586,-157.6343068,2.191
71.8196365,-157.6342411,2.265
71.8196144,-157.6341753,2.364
71.8195924,-157.6341095,2.435
71.8195703,-157.6340437,2.419
71.8195482,-157.6339778,2.330
71.8195262,-157.6339119,2.246
71.8195041,-157.6338460,2.213
71.8194820,-157.6337800,2.201
71.8194599,-157.6337140,2.159
71.8194377,-157.6336480,2.080
71.8194156,-157.6335820,1.992
71.8193934,-157.6335160,1.918
71.8193712,-157.6334499,1.852
71.8193489,-157.6333839,1.792
71.8193267,-157.6333179,1.754
71.8193045,-157.6332519,1.741
71.8192822,-157.6331859,1.735
71.8192600,-157.6331200,1.715
71.8192378,-157.6330541,1.673
71.8192155,-157.6329882,1.620
71.8191933,-157.6329224,1.589
71.8191711,-157.6328566,1.601
71.8191489,-157.6327909,1.640
71.8191267,-157.6327252,1.671
71.8191045,-157.6326596,1.678
71.8190823,-157.6325940,1.678
71.8190601,-157.6325285,1.687
71.8190380,-157.6324630,1.687
71.8190159,-157.6323976,1.656
71.8189938,-157.6323323,1.600
71.8189717,-157.6322670,1.564
71.8189496,-157.6322019,1.574
71.8189275,-157.6321368,1.610
71.8189054,-157.6320718,1.636
71.8188833,-157.6320069,1.649
71.8188612,-157.6319422,1.674
71.8188391,-157.6318775,1.711
71.8188170,-157.6318130,1.743
71.8187948,-157.6317486,1.780
71.8187727,-157.6316843,1.842
71.8187505,-157.6316201,1.936
71.8187283,-157.6315560,2.062
71.8187061,-157.6314920,2.204
71.8186839,-157.6314281,2.344
71.8186616,-157.6313643,2.480
71.8186394,-157.6313005,2.614
71.8186172,-157.6312367,2.742
71.8185950,-157.6311730,2.870
71.8185728,-157.6311093,3.016
71.8185506,-157.6310457,3.135
71.8185284,-157.6309820,3.121
71.8185063,-157.6309184,2.951
71.8184841,-157.6308549,2.736
71.8184619,-157.6307914,2.567
71.8184397,-157.6307280,2.436
71.8184175,-157.6306646,2.313
71.8183952,-157.6306013,2.201
71.8183730,-157.6305380,2.111
71.8183507,-157.6304748,2.038
71.8183284,-157.6304117,1.974
71.8183061,-157.6303486,1.914
71.8182838,-157.6302856,1.870
71.8182615,-157.6302226,1.863
71.8182392,-157.6301596,1.901
71.8182169,-157.6300967,1.957
71.8181946,-157.6300338,1.997
71.8181723,-157.6299709,2.016
71.8181500,-157.6299080,2.018
71.8181278,-157.6298451,1.998
71.8181055,-157.6297822,1.963
71.8180833,-157.6297193,1.931
71.8180611,-157.6296563,1.895
71.8180388,-157.6295934,1.837
71.8180165,-157.6295304,1.774
71.8179942,-157.6294673,1.729
71.8179719,-157.6294043,1.680
71.8179495,-157.6293412,1.611
71.8179270,-157.6292780,1.554
71.8179045,-157.6292148,1.541
71.8178818,-157.6291515,1.569
71.8178592,-157.6290882,1.606
71.8178365,-157.6290248,1.631
71.8178137,-157.6289613,1.643
71.8177910,-157.6288978,1.642
71.8177682,-157.6288342,1.623
71.8177455,-157.6287705,1.594
71.8177227,-157.6287068,1.573
71.8177000,-157.6286430,1.568
71.8176773,-157.6285791,1.592
71.8176546,-157.6285151,1.647
71.8176320,-157.6284511,1.696
71.8176093,-157.6283869,1.695
71.8175867,-157.6283227,1.654
71.8175640,-157.6282584,1.620
71.8175413,-157.6281939,1.608
71.8175186,-157.6281294,1.604
71.8174958,-157.6280648,1.604
71.8174730,-157.6280000,1.615
71.8174501,-157.6279351,1.638
71.8174272,-157.6278702,1.664
71.8174042,-157.6278051,1.675
71.8173812,-157.6277399,1.665
71.8173581,-157.6276747,1.655
71.8173351,-157.6276094,1.672
71.8173120,-157.6275441,1.703
71.8172890,-157.6274788,1.723
71.8172660,-157.6274134,1.735
71.8172430,-157.6273480,1.746
71.8172201,-157.6272826,1.752
71.8171972,-157.6272172,1.753
71.8171743,-157.6271518,1.747
71.8171515,-157.6270864,1.734
71.8171287,-157.6270209,1.728
71.8171060,-157.6269554,1.740
71.8170832,-157.6268899,1.766
71.8170605,-157.6268243,1.796
71.8170377,-157.6267587,1.825
71.8170150,-157.6266930,1.846
71.8169923,-157.6266272,1.850
71.8169695,-157.6265614,1.842
71.8169468,-157.6264956,1.845
71.8169240,-157.6264297,1.864
71.8169012,-157.6263639,1.869
71.8168784,-157.6262980,1.842
71.8168556,-157.6262322,1.796
71.8168328,-157.6261664,1.730
71.8168099,-157.6261007,1.634
71.8167870,-157.6260350,1.525
71.8167641,-157.6259694,1.426
71.8167411,-157.6259039,1.336
71.8167181,-157.6258385,1.250
71.8166952,-157.6257732,1.179
71.8166722,-157.6257079,1.132
71.8166493,-157.6256427,1.103
71.8166264,-157.6255775,1.082
71.8166035,-157.6255123,1.060
71.8165807,-157.6254471,1.032
71.8165580,-157.6253820,1.003
71.8165353,-157.6253169,0.979
71.8165127,-157.6252518,0.954
71.8164902,-157.6251867,0.922
71.8164677,-157.6251217,0.895
71.8164452,-157.6250567,0.884
71.8164228,-157.6249918,0.881
71.8164004,-157.6249269,0.877
71.8163779,-157.6248622,0.873
71.8163555,-157.6247975,0.870
71.8163330,-157.6247330,0.869
71.8163105,-157.6246686,0.877
71.8162880,-157.6246043,0.895
71.8162654,-157.6245401,0.917
71.8162428,-157.6244760,0.943
71.8162202,-157.6244120,0.977
71.8161976,-157.6243481,1.019
71.8161749,-157.6242843,1.060
71.8161523,-157.6242205,1.103
71.8161296,-157.6241567,1.164
71.8161070,-157.6240930,1.245
71.8160844,-157.6240293,1.335
71.8160617,-157.6239657,1.425
71.8160390,-157.6239020,1.515
71.8160164,-157.6238385,1.608
71.8159937,-157.6237749,1.689
71.8159710,-157.6237114,1.729
71.8159483,-157.6236480,1.721
71.8159256,-157.6235846,1.688
71.8159028,-157.6235213,1.652
71.8158800,-157.6234580,1.592
71.8158572,-157.6233948,1.494
71.8158343,-157.6233316,1.376
71.8158114,-157.6232685,1.271
71.8157886,-157.6232054,1.189
71.8157657,-157.6231422,1.121
71.8157429,-157.6230790,1.050
71.8157201,-157.6230156,0.968
71.8156973,-157.6229522,0.886
71.8156746,-157.6228887,0.821
71.8156520,-157.6228250,0.782
71.8156295,-157.6227611,0.769
71.8156070,-157.6226971,0.770
71.8155845,-157.6226330,0.777
71.8155622,-157.6225687,0.787
71.8155398,-157.6225043,0.799
71.8155175,-157.6224399,0.813
71.8154951,-157.6223755,0.824
71.8154728,-157.6223110,0.831
71.8154504,-157.6222465,0.840
71.8154280,-157.6221820,0.862
71.8154055,-157.6221176,0.896
71.8153830,-157.6220532,0.937
71.8153605,-157.6219888,0.973
71.8153379,-157.6219244,0.997
71.8153153,-157.6218599,1.009
71.8152927,-157.6217955,1.021
71.8152700,-157.6217310,1.036
71.8152474,-157.6216664,1.052
71.8152247,-157.6216017,1.065
71.8152020,-157.6215370,1.083
71.8151793,-157.6214721,1.114
71.8151566,-157.6214072,1.155
71.8151339,-157.6213421,1.188
71.8151112,-157.6212770,1.190
71.8150885,-157.6212118,1.163
71.8150658,-157.6211465,1.127
71.8150431,-157.6210812,1.098
71.8150204,-157.6210158,1.076
71.8149977,-157.6209504,1.053
71.8149750,-157.6208850,1.026
71.8149523,-157.6208195,0.999
71.8149296,-157.6207541,0.980
71.8149069,-157.6206886,0.973
71.8148841,-157.6206231,0.979
71.8148614,-157.6205576,0.991
71.8148387,-157.6204921,0.994
71.8148160,-157.6204266,0.993
71.8147934,-157.6203610,1.009
71.8147707,-157.6202955,1.053
71.8147480,-157.6202300,1.112
71.8147253,-157.6201645,1.156
71.8147027,-157.6200990,1.166
71.8146801,-157.6200335,1.160
71.8146574,-157.6199679,1.168
71.8146348,-157.6199024,1.199
71.8146122,-157.6198369,1.239
71.8145897,-157.6197714,1.286
71.8145671,-157.6197060,1.353
71.8145445,-157.6196405,1.426
71.8145220,-157.6195750,1.473
71.8144995,-157.6195095,1.501
71.8144770,-157.6194441,1.540
71.8144545,-157.6193787,1.604
71.8144320,-157.6193133,1.674
71.8144095,-157.6192479,1.719
71.8143870,-157.6191826,1.735
71.8143645,-157.6191173,1.735
71.8143420,-157.6190522,1.704
71.8143195,-157.6189870,1.623
71.8142970,-157.6189220,1.534
71.8142745,-157.6188571,1.481
71.8142520,-157.6187922,1.464
71.8142294,-157.6187274,1.466
71.8142069,-157.6186626,1.461
71.8141844,-157.6185980,1.436
71.8141619,-157.6185333,1.411
71.8141394,-157.6184687,1.416
71.8141169,-157.6184041,1.451
71.8140944,-157.6183396,1.491
71.8140720,-157.6182750,1.522
71.8140496,-157.6182104,1.542
71.8140272,-157.6181459,1.564
71.8140048,-157.6180813,1.606
71.8139825,-157.6180168,1.683
71.8139601,-157.6179523,1.775
71.8139377,-157.6178878,1.849
71.8139153,-157.6178233,1.897
71.8138929,-157.6177588,1.939
71.8138705,-157.6176944,1.984
71.8138480,-157.6176300,2.042
71.8138255,-157.6175656,2.105
71.8138029,-157.6175013,2.132
71.8137803,-157.6174371,2.101
71.8137577,-157.6173728,2.047
71.8137351,-157.6173086,2.014
71.8137125,-157.6172444,2.017
71.8136898,-157.6171803,2.039
71.8136672,-157.6171162,2.044
71.8136446,-157.6170521,2.023
71.8136220,-157.6169880,2.005
71.8135994,-157.6169239,2.015
71.8135769,-157.6168599,2.070
71.8135544,-157.6167959,2.192
71.8135319,-157.6167319,2.349
71.8135094,-157.6166679,2.455
71.8134869,-157.6166039,2.477
71.8134644,-157.6165399,2.491
71.8134420,-157.6164760,2.582
71.8134195,-157.6164120,2.715
71.8133970,-157.6163480,2.775
71.8133745,-157.6162840,2.718
71.8133520,-157.6162200,2.627
71.8133295,-157.6161560,2.599
71.8133070,-157.6160920,2.621
71.8132845,-157.6160280,2.606
71.8132620,-157.6159640,2.526
71.8132395,-157.6159000,2.443
71.8132170,-157.6158360,2.381
71.8131945,-157.6157720,2.289
71.8131720,-157.6157080,2.160
71.8131495,-157.6156440,2.064
71.8131271,-157.6155800,2.046
71.8131047,-157.6155161,2.076
71.8130822,-157.6154521,2.108
71.8130598,-157.6153881,2.124
71.8130375,-157.6153241,2.126
71.8130151,-157.6152601,2.145
71.8129927,-157.6151961,2.217
71.8129703,-157.6151321,2.336
71.8129480,-157.6150680,2.443
71.8129257,-157.6150039,2.486
71.8129033,-157.6149398,2.451
71.8128810,-157.6148757,2.371
71.8128587,-157.6148116,2.303
71.8128364,-157.6147475,2.285
71.8128141,-157.6146834,2.308
71.8127918,-157.6146193,2.350
71.8127695,-157.6145552,2.403
71.8127473,-157.6144911,2.460
71.8127250,-157.6144270,2.496
71.8127027,-157.6143629,2.501
71.8126805,-157.6142989,2.487
71.8126582,-157.6142349,2.454
71.8126360,-157.6141709,2.393
71.8126137,-157.6141069,2.340
71.8125914,-157.6140429,2.350
71.8125691,-157.6139789,2.441
71.8125468,-157.6139150,2.576
71.8125244,-157.6138510,2.684
71.8125020,-157.6137870,2.708
71.8124796,-157.6137230,2.662
71.8124571,-157.6136590,2.621
71.8124346,-157.6135950,2.648
71.8124121,-157.6135310,2.726
71.8123896,-157.6134670,2.788
71.8123671,-157.6134030,2.801
71.8123446,-157.6133390,2.784
71.8123220,-157.6132750,2.751
71.8122995,-157.6132110,2.682
71.8122770,-157.6131470,2.573
71.8122545,-157.6130830,2.485
71.8122320,-157.6130190,2.458
71.8122095,-157.6129551,2.442
71.8121871,-157.6128911,2.378
71.8121646,-157.6128272,2.284
71.8121421,-157.6127633,2.211
71.8121196,-157.6126994,2.186
71.8120971,-157.6126356,2.180
71.8120746,-157.6125718,2.178
71.8120520,-157.6125080,2.240
71.8120294,-157.6124443,2.393
71.8120068,-157.6123806,2.536
71.8119841,-157.6123169,2.570
71.8119614,-157.6122533,2.540
71.8119387,-157.6121897,2.519
71.8119160,-157.6121261,2.486
71.8118933,-157.6120625,2.407
71.8118705,-157.6119990,2.319
71.8118478,-157.6119355,2.278
71.8118250,-157.6118720,2.279
71.8118022,-157.6118085,2.274
71.8117794,-157.6117450,2.246
71.8117567,-157.6116816,2.222
71.8117339,-157.6116181,2.235
71.8117111,-157.6115547,2.287
71.8116883,-157.6114913,2.341
71.8116655,-157.6114279,2.352
71.8116427,-157.6113646,2.308
71.8116198,-157.6113013,2.239
71.8115970,-157.6112380,2.181
71.8115742,-157.6111748,2.133
71.8115513,-157.6111115,2.086
71.8115285,-157.6110484,2.045
71.8115056,-157.6109852,2.006
71.8114827,-157.6109221,1.952
71.8114598,-157.6108590,1.891
71.8114369,-157.6107960,1.837
71.8114139,-157.6107330,1.759
71.8113910,-157.6106700,1.632
71.8113680,-157.6106070,1.507
71.8113450,-157.6105441,1.422
71.8113220,-157.6104812,1.355
71.8112989,-157.6104183,1.273
71.8112759,-157.6103554,1.174
71.8112528,-157.6102925,1.072
71.8112298,-157.6102296,0.975
71.8112068,-157.6101667,0.880
71.8111838,-157.6101038,0.794
71.8111609,-157.6100409,0.737
71.8111380,-157.6099780,0.710
71.8111151,-157.6099150,0.693
71.8110923,-157.6098521,0.674
71.8110696,-157.6097891,0.650
71.8110468,-157.6097261,0.632
71.8110240,-157.6096630,0.632
71.8110013,-157.6096000,0.649
71.8109785,-157.6095370,0.667
71.8109557,-157.6094740,0.672
71.8109329,-157.6094110,0.669
71.8109100,-157.6093480,0.671
71.8108871,-157.6092850,0.680
71.8108641,-157.6092221,0.681
71.8108411,-157.6091591,0.680
71.8108181,-157.6090962,0.696
71.8107950,-157.6090332,0.740
71.8107720,-157.6089702,0.818
71.8107489,-157.6089072,0.926
71.8107259,-157.6088442,1.008
71.8107029,-157.6087811,1.011
71.8106800,-157.6087180,0.975
71.8106571,-157.6086548,0.974
71.8106343,-157.6085916,1.021
71.8106114,-157.6085284,1.083
71.8105886,-157.6084651,1.148
71.8105659,-157.6084018,1.216
71.8105431,-157.6083384,1.313
71.8105204,-157.6082751,1.467
71.8104976,-157.6082117,1.613
71.8104748,-157.6081484,1.656
71.8104520,-157.6080850,1.603
71.8104292,-157.6080217,1.534
71.8104063,-157.6079583,1.499
71.8103834,-157.6078950,1.512
71.8103605,-157.6078317,1.566
71.8103376,-157.6077684,1.643
71.8103147,-157.6077051,1.736
71.8102917,-157.6076418,1.805
71.8102688,-157.6075786,1.798
71.8102459,-157.6075153,1.735
71.8102230,-157.6074520,1.689
71.8102001,-157.6073887,1.695
71.8101773,-157.6073254,1.743
71.8101544,-157.6072621,1.811
71.8101316,-157.6071988,1.861
71.8101088,-157.6071354,1.855
71.8100860,-157.6070719,1.801
71.8100632,-157.6070083,1.744
71.8100405,-157.6069447,1.716
71.8100177,-157.6068809,1.722
71.8099950,-157.6068170,1.745
71.8099723,-157.6067530,1.772
71.8099496,-157.6066888,1.794
71.8099269,-157.6066246,1.796
71.8099042,-157.6065602,1.768
71.8098815,-157.6064957,1.728
71.8098587,-157.6064311,1.704
71.8098359,-157.6063664,1.701
71.8098130,-157.6063017,1.710
71.8097900,-157.6062369,1.722
71.8097670,-157.6061720,1.737
71.8097439,-157.6061071,1.742
71.8097207,-157.6060421,1.728
71.8096974,-157.6059771,1.716
71.8096740,-157.6059120,1.741
71.8096506,-157.6058468,1.805
71.8096272,-157.6057816,1.849
71.8096037,-157.6057163,1.830
71.8095801,-157.6056509,1.789
71.8095566,-157.6055855,1.792
71.8095330,-157.6055200,1.834
71.8095094,-157.6054544,1.874
71.8094859,-157.6053888,1.882
71.8094623,-157.6053230,1.856
71.8094387,-157.6052573,1.818
71.8094151,-157.6051915,1.790
71.8093915,-157.6051256,1.784
71.8093679,-157.6050597,1.792
71.8093443,-157.6049938,1.793
71.8093206,-157.6049279,1.784
71.8092970,-157.6048620,1.786
71.8092734,-157.6047961,1.800
71.8092497,-157.6047302,1.815
71.8092260,-157.6046643,1.833
71.8092023,-157.6045984,1.866
71.8091787,-157.6045325,1.911
71.8091550,-157.6044666,1.950
71.8091312,-157.6044007,1.975
71.8091075,-157.6043348,2.000
71.8090838,-157.6042689,2.050
71.8090600,-157.6042030,2.127
71.8090362,-157.6041371,2.214
71.8090125,-157.6040712,2.294
71.8089887,-157.6040053,2.365
71.8089649,-157.6039394,2.444
71.8089412,-157.6038736,2.547
71.8089174,-157.6038078,2.670
71.8088938,-157.6037420,2.782
71.8088701,-157.6036763,2.849
71.8088465,-157.6036106,2.865
71.8088230,-157.6035450,2.849
71.8087995,-157.6034795,2.790
71.8087761,-157.6034140,2.644
71.8087528,-157.6033486,2.434
71.8087295,-157.6032832,2.251
71.8087062,-157.6032179,2.136
71.8086829,-157.6031526,2.051
71.8086597,-157.6030874,1.956
71.8086365,-157.6030222,1.862
71.8086132,-157.6029571,1.800
71.8085900,-157.6028920,1.770
71.8085667,-157.6028269,1.735
71.8085435,-157.6027619,1.666
71.8085202,-157.6026969,1.583
71.8084969,-157.6026320,1.506
71.8084737,-157.6025670,1.439
71.8084505,-157.6025021,1.397
71.8084273,-157.6024373,1.395
71.8084041,-157.6023725,1.426
71.8083810,-157.6023077,1.470
71.8083580,-157.6022430,1.511
71.8083350,-157.6021783,1.549
71.8083121,-157.6021137,1.584
71.8082893,-157.6020491,1.624
71.8082665,-157.6019845,1.673
71.8082437,-157.6019200,1.719
71.8082209,-157.6018555,1.756
71.8081982,-157.6017911,1.819
71.8081755,-157.6017267,1.943
71.8081527,-157.6016623,2.099
71.8081300,-157.6015980,2.209
71.8081073,-157.6015337,2.221
71.8080845,-157.6014694,2.145
71.8080617,-157.6014052,2.047
71.8080390,-157.6013409,1.995
71.8080162,-157.6012767,2.010
71.8079935,-157.6012124,2.070
71.8079708,-157.6011481,2.129
71.8079482,-157.6010838,2.142
71.8079256,-157.6010194,2.101
71.8079030,-157.6009550,2.054
71.8078805,-157.6008905,2.052
71.8078580,-157.6008260,2.098
71.8078356,-157.6007614,2.160
71.8078132,-157.6006967,2.212
71.8077907,-157.6006320,2.254
71.8077683,-157.6005673,2.314
71.8077458,-157.6005025,2.391
71.8077233,-157.6004377,2.417
71.8077007,-157.6003729,2.344
71.8076780,-157.6003080,2.230
71.8076552,-157.6002431,2.154
71.8076324,-157.6001782,2.112
71.8076094,-157.6001132,2.059
71.8075865,-157.6000482,1.986
71.8075634,-157.5999831,1.926
71.8075404,-157.5999180,1.918
71.8075173,-157.5998529,1.989
71.8074942,-157.5997877,2.106
71.8074711,-157.5997224,2.177
71.8074480,-157.5996570,2.149
71.8074249,-157.5995916,2.071
71.8074019,-157.5995261,2.008
71.8073789,-157.5994605,1.985
71.8073558,-157.5993948,2.002
71.8073328,-157.5993291,2.043
71.8073097,-157.5992634,2.084
71.8072866,-157.5991976,2.112
71.8072635,-157.5991318,2.133
71.8072403,-157.5990659,2.173
71.8072170,-157.5990000,2.243
71.8071937,-157.5989341,2.299
71.8071702,-157.5988681,2.273
71.8071468,-157.5988022,2.153
71.8071233,-157.5987362,2.004
71.8070997,-157.5986702,1.911
71.8070762,-157.5986042,1.914
71.8070526,-157.5985381,1.982
71.8070291,-157.5984721,2.074
71.8070055,-157.5984060,2.186
71.8069820,-157.5983400,2.331
71.8069585,-157.5982740,2.492
71.8069351,-157.5982079,2.637
71.8069116,-157.5981419,2.759
71.8068882,-157.5980758,2.853
71.8068648,-157.5980098,2.880
71.8068415,-157.5979438,2.817
71.8068181,-157.5978778,2.693
71.8067947,-157.5978119,2.562
71.8067714,-157.5977459,2.440
71.8067480,-157.5976800,2.315
71.8067246,-157.5976141,2.185
71.8067012,-157.5975483,2.069
71.8066779,-157.5974824,1.967
71.8066545,-157.5974166,1.883
71.8066311,-157.5973508,1.845
71.8066078,-157.5972850,1.853
71.8065845,-157.5972193,1.880
71.8065613,-157.5971535,1.904
71.8065381,-157.5970878,1.905
71.8065150,-157.5970220,1.877
71.8064919,-157.5969562,1.862
71.8064690,-157.5968905,1.901
71.8064460,-157.5968247,1.966
71.8064232,-157.5967590,2.003
71.8064004,-157.5966933,1.996
71.8063776,-157.5966275,1.980
71.8063549,-157.5965619,1.992
71.8063322,-157.5964962,2.028
71.8063096,-157.5964306,2.050
71.8062870,-157.5963650,2.044
71.8062644,-157.5962995,2.018
71.8062419,-157.5962339,1.982
71.8062194,-157.5961685,1.947
71.8061970,-157.5961030,1.923
71.8061746,-157.5960375,1.902
71.8061522,-157.5959721,1.875
71.8061298,-157.5959066,1.838
71.8061075,-157.5958411,1.795
71.8060852,-157.5957756,1.761
71.8060630,-157.5957100,1.753
71.8060408,-157.5956444,1.770
71.8060186,-157.5955788,1.794
71.8059965,-157.5955131,1.818
71.8059744,-157.5954473,1.863
71.8059523,-157.5953815,1.949
