,,
,,
Latitude,Longitude,thickness (m)
72.2975570,-158.4245530,2.206
72.2975274,-158.4246200,2.099
72.2974979,-158.4246871,2.001
72.2974684,-158.4247543,1.924
72.2974389,-158.4248215,1.893
72.2974094,-158.4248889,1.899
72.2973799,-158.4249563,1.891
72.2973504,-158.4250238,1.862
72.2973210,-158.4250914,1.849
72.2972915,-158.4251592,1.847
72.2972620,-158.4252270,1.810
72.2972325,-158.4252949,1.721
72.2972030,-158.4253630,1.604
72.2971735,-158.4254312,1.500
72.2971441,-158.4254995,1.436
72.2971146,-158.4255679,1.406
72.2970852,-158.4256365,1.389
72.2970558,-158.4257052,1.361
72.2970265,-158.4257740,1.293
72.2969972,-158.4258429,1.204
72.2969680,-158.4259120,1.145
72.2969389,-158.4259812,1.133
72.2969098,-158.4260506,1.159
72.2968807,-158.4261201,1.217
72.2968517,-158.4261898,1.276
72.2968227,-158.4262597,1.292
72.2967936,-158.4263297,1.280
72.2967646,-158.4264000,1.284
72.2967354,-158.4264704,1.326
72.2967063,-158.4265411,1.405
72.2966770,-158.4266120,1.481
72.2966476,-158.4266831,1.491
72.2966182,-158.4267545,1.443
72.2965887,-158.4268261,1.424
72.2965591,-158.4268979,1.496
72.2965294,-158.4269699,1.641
72.2964996,-158.4270421,1.800
72.2964698,-158.4271145,1.932
72.2964399,-158.4271872,2.026
72.2964100,-158.4272600,2.089
72.2963800,-158.4273330,2.122
72.2963500,-158.4274062,2.108
72.2963199,-158.4274796,2.046
72.2962898,-158.4275532,1.968
72.2962597,-158.4276269,1.907
72.2962295,-158.4277009,1.868
72.2961993,-158.4277750,1.848
72.2961690,-158.4278492,1.840
72.2961387,-158.4279237,1.845
72.2961084,-158.4279982,1.908
72.2960780,-158.4280730,2.050
72.2960476,-158.4281479,2.203
72.2960171,-158.4282230,2.304
72.2959867,-158.4282981,2.376
72.2959561,-158.4283734,2.475
72.2959255,-158.4284488,2.595
72.2958949,-158.4285243,2.646
72.2958643,-158.4285999,2.533
72.2958336,-158.4286756,2.280
72.2958028,-158.4287513,1.995
72.2957720,-158.4288270,1.730
72.2957411,-158.4289028,1.470
72.2957103,-158.4289786,1.217
72.2956793,-158.4290544,1.002
72.2956484,-158.4291302,0.845
72.2956174,-158.4292060,0.740
72.2955865,-158.4292818,0.672
72.2955556,-158.4293576,0.630
72.2955247,-158.4294335,0.601
72.2954938,-158.4295092,0.583
72.2954630,-158.4295850,0.577
72.2954322,-158.4296607,0.576
72.2954016,-158.4297364,0.574
72.2953709,-158.4298121,0.578
72.2953403,-158.4298878,0.614
72.2953098,-158.4299635,0.690
72.2952793,-158.4300392,0.787
72.2952489,-158.4301149,0.896
72.2952186,-158.4301906,1.027
72.2951883,-158.4302663,1.177
72.2951580,-158.4303420,1.329
72.2951278,-158.4304178,1.470
72.2950976,-158.4304936,1.612
72.2950675,-158.4305694,1.783
72.2950374,-158.4306453,1.996
72.2950074,-158.4307212,2.233
72.2949774,-158.4307972,2.471
72.2949475,-158.4308733,2.691
72.2949176,-158.4309495,2.900
72.2948878,-158.4310257,3.121
72.2948580,-158.4311020,3.353
72.2948283,-158.4311784,3.575
72.2947986,-158.4312549,3.764
72.2947689,-158.4313315,3.919
72.2947393,-158.4314082,4.047
72.2947098,-158.4314849,4.165
72.2946803,-158.4315618,4.321
72.2946509,-158.4316387,4.547
72.2946215,-158.4317157,4.839
72.2945922,-158.4317928,5.186
72.2945630,-158.4318700,5.584
72.2945338,-158.4319473,6.020
72.2945048,-158.4320246,6.456
72.2944757,-158.4321022,6.771
72.2944467,-158.4321798,6.803
72.2944177,-158.4322576,6.555
72.2943888,-158.4323356,6.230
72.2943599,-158.4324138,5.987
72.2943309,-158.4324923,5.814
72.2943020,-158.4325710,5.658
72.2942730,-158.4326500,5.502
72.2942440,-158.4327293,5.325
72.2942150,-158.4328088,5.116
72.2941859,-158.4328886,4.947
72.2941568,-158.4329687,4.948
72.2941277,-158.4330489,5.146
72.2940986,-158.4331293,5.422
72.2940695,-158.4332098,5.632
72.2940403,-158.4332904,5.684
72.2940112,-158.4333712,5.564
72.2939820,-158.4334520,5.356
72.2939528,-158.4335329,5.196
72.2939236,-158.4336138,5.150
72.2938945,-158.4336947,5.170
72.2938653,-158.4337757,5.170
72.2938361,-158.4338566,5.135
72.2938069,-158.4339377,5.115
72.2937777,-158.4340187,5.132
72.2937485,-158.4340998,5.165
72.2937192,-158.4341809,5.200
72.2936900,-158.4342620,5.243
72.2936608,-158.4343431,5.305
72.2936315,-158.4344243,5.392
72.2936023,-158.4345054,5.487
72.2935730,-158.4345865,5.518
72.2935437,-158.4346677,5.408
72.2935144,-158.4347488,5.141
72.2934851,-158.4348299,4.782
72.2934557,-158.4349109,4.410
72.2934264,-158.4349920,4.065
72.2933970,-158.4350730,3.772
72.2933676,-158.4351540,3.549
72.2933382,-158.4352349,3.390
72.2933088,-158.4353158,3.290
72.2932793,-158.4353966,3.284
72.2932499,-158.4354773,3.392
72.2932205,-158.4355580,3.550
72.2931911,-158.4356386,3.656
72.2931617,-158.4357192,3.680
72.2931323,-158.4357996,3.695
72.2931030,-158.4358800,3.771
72.2930737,-158.4359603,3.901
72.2930445,-158.4360405,4.046
72.2930153,-158.4361207,4.217
72.2929861,-158.4362008,4.463
72.2929570,-158.4362810,4.797
72.2929279,-158.4363612,5.109
72.2928989,-158.4364415,5.198
72.2928699,-158.4365219,5.012
72.2928409,-158.4366024,4.749
72.2928120,-158.4366830,4.606
72.2927831,-158.4367638,4.572
72.2927543,-158.4368447,4.497
72.2927255,-158.4369259,4.337
72.2926967,-158.4370071,4.241
72.2926680,-158.4370885,4.301
72.2926393,-158.4371700,4.380
72.2926107,-158.4372516,4.381
72.2925821,-158.4373333,4.437
72.2925535,-158.4374151,4.682
72.2925250,-158.4374970,5.071
72.2924965,-158.4375790,5.472
72.2924681,-158.4376610,5.797
72.2924397,-158.4377432,6.058
72.2924114,-158.4378255,6.303
72.2923832,-158.4379080,6.543
72.2923550,-158.4379906,6.769
72.2923269,-158.4380734,6.973
72.2922988,-158.4381563,7.120
72.2922709,-158.4382396,7.185
72.2922430,-158.4383230,7.239
72.2922152,-158.4384067,7.395
72.2921875,-158.4384906,7.630
72.2921599,-158.4385747,7.793
72.2921323,-158.4386589,7.787
72.2921047,-158.4387432,7.630
72.2920772,-158.4388276,7.399
72.2920496,-158.4389120,7.177
72.2920221,-158.4389964,6.998
72.2919946,-158.4390807,6.851
72.2919670,-158.4391650,6.735
72.2919394,-158.4392491,6.701
72.2919117,-158.4393332,6.801
72.2918841,-158.4394171,7.038
72.2918563,-158.4395009,7.347
72.2918286,-158.4395847,7.647
72.2918009,-158.4396684,7.899
72.2917732,-158.4397521,8.120
72.2917454,-158.4398357,8.360
72.2917177,-158.4399194,8.621
72.2916900,-158.4400030,8.842
72.2916623,-158.4400866,8.965
72.2916347,-158.4401703,8.982
72.2916070,-158.4402539,8.896
72.2915793,-158.4403376,8.704
72.2915517,-158.4404211,8.438
72.2915240,-158.4405047,8.131
72.2914963,-158.4405881,7.766
72.2914686,-158.4406715,7.349
72.2914408,-158.4407548,6.994
72.2914130,-158.4408380,6.809
72.2913851,-158.4409211,6.792
72.2913572,-158.4410040,6.846
72.2913293,-158.4410867,6.816
72.2913013,-158.4411692,6.567
72.2912733,-158.4412514,6.109
72.2912453,-158.4413333,5.603
72.2912172,-158.4414149,5.231
72.2911891,-158.4414960,5.035
72.2911611,-158.4415767,4.919
72.2911330,-158.4416570,4.766
72.2911049,-158.4417368,4.568
72.2910768,-158.4418160,4.420
72.2910487,-158.4418949,4.367
72.2910206,-158.4419733,4.364
72.2909924,-158.4420514,4.368
72.2909641,-158.4421290,4.385
72.2909357,-158.4422064,4.437
72.2909073,-158.4422835,4.556
72.2908787,-158.4423604,4.733
72.2908500,-158.4424370,4.892
72.2908212,-158.4425134,5.004
72.2907922,-158.4425897,5.119
72.2907631,-158.4426657,5.261
72.2907339,-158.4427416,5.360
72.2907047,-158.4428173,5.334
72.2906754,-158.4428928,5.182
72.2906460,-158.4429681,4.958
72.2906167,-158.4430433,4.700
72.2905873,-158.4431182,4.426
72.2905580,-158.4431930,4.172
72.2905287,-158.4432676,4.003
72.2904994,-158.4433420,3.948
72.2904702,-158.4434163,3.962
72.2904409,-158.4434905,3.979
72.2904117,-158.4435647,4.000
72.2903824,-158.4436387,4.067
72.2903531,-158.4437128,4.174
72.2903238,-158.4437868,4.241
72.2902944,-158.4438609,4.177
72.2902650,-158.4439350,3.956
72.2902355,-158.4440092,3.678
72.2902060,-158.4440835,3.478
72.2901765,-158.4441578,3.384
72.2901469,-158.4442323,3.332
72.2901173,-158.4443069,3.280
72.2900878,-158.4443816,3.266
72.2900583,-158.4444565,3.298
72.2900288,-158.4445315,3.281
72.2899994,-158.4446067,3.160
72.2899700,-158.4446820,3.023
72.2899407,-158.4447575,2.981
72.2899115,-158.4448332,3.060
72.2898824,-158.4449091,3.223
72.2898534,-158.4449851,3.370
72.2898244,-158.4450613,3.399
72.2897954,-158.4451377,3.310
72.2897665,-158.4452143,3.208
72.2897377,-158.4452910,3.190
72.2897088,-158.4453679,3.272
72.2896800,-158.4454450,3.385
72.2896512,-158.4455223,3.448
72.2896224,-158.4455997,3.454
72.2895936,-158.4456774,3.432
72.2895649,-158.4457553,3.358
72.2895362,-158.4458334,3.211
72.2895075,-158.4459117,3.036
72.2894788,-158.4459904,2.916
72.2894502,-158.4460693,2.891
72.2894216,-158.4461485,2.922
72.2893930,-158.4462280,2.961
72.2893645,-158.4463078,2.998
72.2893360,-158.4463880,3.038
72.2893076,-158.4464685,3.074
72.2892792,-158.4465492,3.095
72.2892509,-158.4466303,3.103
72.2892226,-158.4467117,3.111
72.2891944,-158.4467934,3.120
72.2891662,-158.4468753,3.117
72.2891381,-158.4469575,3.108
72.2891100,-158.4470400,3.129
72.2890820,-158.4471227,3.197
72.2890540,-158.4472057,3.290
72.2890261,-158.4472888,3.375
72.2889981,-158.4473720,3.441
72.2889702,-158.4474552,3.505
72.2889423,-158.4475384,3.575
72.2889143,-158.4476215,3.624
72.2888863,-158.4477046,3.622
72.2888582,-158.4477874,3.584
72.2888300,-158.4478700,3.542
72.2888018,-158.4479523,3.526
72.2887734,-158.4480344,3.579
72.2887450,-158.4481162,3.741
72.2887166,-158.4481977,3.981
72.2886880,-158.4482790,4.200
72.2886595,-158.4483602,4.345
72.2886309,-158.4484411,4.469
72.2886023,-158.4485219,4.631
72.2885736,-158.4486025,4.795
72.2885450,-158.4486830,4.863
72.2885164,-158.4487634,4.795
72.2884877,-158.4488436,4.657
72.2884591,-158.4489237,4.555
72.2884304,-158.4490037,4.522
72.2884018,-158.4490835,4.529
72.2883731,-158.4491632,4.579
72.2883443,-158.4492427,4.729
72.2883156,-158.4493220,4.972
72.2882868,-158.4494011,5.192
72.2882580,-158.4494800,5.290
72.2882291,-158.4495587,5.303
72.2882002,-158.4496372,5.339
72.2881713,-158.4497154,5.436
72.2881423,-158.4497935,5.554
72.2881132,-158.4498713,5.681
72.2880841,-158.4499489,5.849
72.2880549,-158.4500262,6.042
72.2880257,-158.4501034,6.215
72.2879964,-158.4501803,6.353
72.2879670,-158.4502570,6.427
72.2879376,-158.4503335,6.400
72.2879081,-158.4504097,6.328
72.2878785,-158.4504858,6.291
72.2878489,-158.4505618,6.278
72.2878192,-158.4506377,6.215
72.2877894,-158.4507135,6.079
72.2877597,-158.4507894,5.897
72.2877298,-158.4508652,5.673
72.2876999,-158.4509410,5.404
72.2876700,-158.4510170,5.160
72.2876400,-158.4510931,5.042
72.2876101,-158.4511692,5.063
72.2875801,-158.4512453,5.159
72.2875502,-158.4513213,5.306
72.2875203,-158.4513972,5.512
72.2874905,-158.4514730,5.721
72.2874609,-158.4515485,5.805
72.2874314,-158.4516237,5.714
72.2874021,-158.4516986,5.570
72.2873730,-158.4517730,5.521
72.2873441,-158.4518470,5.575
72.2873153,-158.4519209,5.655
72.2872866,-158.4519948,5.734
72.2872578,-158.4520690,5.834
72.2872288,-158.4521440,5.955
72.2871996,-158.4522198,6.084
72.2871700,-158.4522968,6.192
72.2871399,-158.4523754,6.240
72.2871093,-158.4524557,6.239
72.2870780,-158.4525380,6.291
72.2870460,-158.4526225,6.452
72.2870134,-158.4527089,6.610
72.2869804,-158.4527967,6.653
72.2869471,-158.4528855,6.626
72.2869137,-158.4529748,6.609
72.2868805,-158.4530641,6.580
72.2868475,-158.4531531,6.521
72.2868149,-158.4532412,6.454
72.2867830,-158.4533280,6.386
72.2867518,-158.4534132,6.317
72.2867213,-158.4534968,6.269
72.2866914,-158.4535792,6.232
72.2866619,-158.4536605,6.161
72.2866329,-158.4537410,6.040
72.2866041,-158.4538210,5.888
72.2865755,-158.4539007,5.712
72.2865471,-158.4539802,5.514
72.2865186,-158.4540599,5.303
72.2864900,-158.4541400,5.090
72.2864612,-158.4542207,4.897
72.2864323,-158.4543019,4.752
72.2864032,-158.4543836,4.680
72.2863740,-158.4544656,4.689
72.2863447,-158.4545480,4.741
72.2863154,-158.4546307,4.750
72.2862860,-158.4547134,4.677
72.2862566,-158.4547963,4.586
72.2862273,-158.4548792,4.547
72.2861980,-158.4549620,4.547
72.2861688,-158.4550447,4.539
72.2861396,-158.4551272,4.505
72.2861105,-158.4552096,4.478
72.2860815,-158.4552918,4.484
72.2860524,-158.4553738,4.507
72.2860234,-158.4554558,4.505
72.2859944,-158.4555375,4.454
72.2859653,-158.4556192,4.382
72.2859362,-158.4557007,4.335
72.2859070,-158.4557820,4.335
72.2858778,-158.4558632,4.379
72.2858484,-158.4559442,4.463
72.2858191,-158.4560252,4.572
72.2857897,-158.4561059,4.666
72.2857602,-158.4561866,4.704
72.2857308,-158.4562671,4.674
72.2857013,-158.4563475,4.596
72.2856719,-158.4564278,4.517
72.2856424,-158.4565080,4.465
72.2856130,-158.4565880,4.409
72.2855836,-158.4566679,4.286
72.2855543,-158.4567478,4.091
72.2855250,-158.4568275,3.882
72.2854957,-158.4569071,3.704
72.2854664,-158.4569865,3.561
72.2854371,-158.4570659,3.456
72.2854078,-158.4571451,3.403
72.2853786,-158.4572242,3.401
72.2853493,-158.4573032,3.435
72.2853200,-158.4573820,3.498
72.2852907,-158.4574607,3.573
72.2852614,-158.4575393,3.641
72.2852320,-158.4576177,3.715
72.2852026,-158.4576961,3.816
72.2851731,-158.4577744,3.949
72.2851436,-158.4578526,4.108
72.2851141,-158.4579308,4.270
72.2850845,-158.4580089,4.390
72.2850548,-158.4580869,4.437
72.2850250,-158.4581650,4.424
72.2849951,-158.4582431,4.381
72.2849652,-158.4583211,4.322
72.2849353,-158.4583992,4.280
72.2849052,-158.4584773,4.276
72.2848752,-158.4585554,4.294
72.2848451,-158.4586336,4.317
72.2848151,-158.4587118,4.376
72.2847850,-158.4587901,4.515
72.2847550,-158.4588685,4.724
72.2847250,-158.4589470,4.971
72.2846951,-158.4590256,5.217
72.2846652,-158.4591043,5.305
72.2846353,-158.4591830,5.069
72.2846055,-158.4592619,4.629
72.2845758,-158.4593410,4.272
72.2845460,-158.4594201,4.085
72.2845162,-158.4594994,3.981
72.2844865,-158.4595788,3.917
72.2844568,-158.4596583,3.904
72.2844270,-158.4597380,3.922
72.2843972,-158.4598178,3.936
72.2843675,-158.4598978,3.933
72.2843377,-158.4599779,3.920
72.2843079,-158.4600582,3.903
72.2842782,-158.4601386,3.885
72.2842485,-158.4602192,3.874
72.2842188,-158.4602999,3.883
72.2841891,-158.4603808,3.915
72.2841595,-158.4604618,3.957
72.2841300,-158.4605430,3.992
72.2841005,-158.4606244,4.017
72.2840711,-158.4607059,4.042
72.2840418,-158.4607875,4.075
72.2840125,-158.4608694,4.116
72.2839832,-158.4609513,4.178
72.2839541,-158.4610334,4.299
72.2839250,-158.4611156,4.503
72.2838959,-158.4611980,4.776
72.2838669,-158.4612804,5.086
72.2838380,-158.4613630,5.416
72.2838091,-158.4614457,5.744
72.2837803,-158.4615285,6.019
72.2837515,-158.4616114,6.197
72.2837227,-158.4616943,6.271
72.2836940,-158.4617773,6.263
72.2836652,-158.4618604,6.196
72.2836364,-158.4619435,6.077
72.2836077,-158.4620267,5.903
72.2835788,-158.4621098,5.657
72.2835500,-158.4621930,5.328
72.2835211,-158.4622762,4.935
72.2834922,-158.4623593,4.541
72.2834632,-158.4624424,4.206
72.2834342,-158.4625254,3.946
72.2834052,-158.4626083,3.757
72.2833762,-158.4626910,3.649
72.2833471,-158.4627736,3.629
72.2833181,-158.4628560,3.700
72.2832890,-158.4629381,3.853
72.2832600,-158.4630200,4.052
72.2832310,-158.4631016,4.264
72.2832020,-158.4631830,4.487
72.2831730,-158.4632640,4.728
72.2831440,-158.4633449,4.989
72.2831150,-158.4634255,5.271
72.2830861,-158.4635058,5.556
72.2830571,-158.4635859,5.828
72.2830281,-158.4636658,6.093
72.2829990,-158.4637455,6.354
72.2829700,-158.4638250,6.622
72.2829409,-158.4639043,6.906
72.2829118,-158.4639834,7.118
72.2828827,-158.4640623,7.132
72.2828535,-158.4641409,6.948
72.2828242,-158.4642193,6.701
72.2827949,-158.4642974,6.501
72.2827656,-158.4643753,6.351
72.2827361,-158.4644528,6.206
72.2827066,-158.4645301,6.035
72.2826770,-158.4646070,5.827
72.2826473,-158.4646836,5.584
72.2826175,-158.4647599,5.337
72.2825877,-158.4648359,5.125
72.2825578,-158.4649116,4.958
72.2825278,-158.4649871,4.816
72.2824979,-158.4650624,4.694
72.2824679,-158.4651375,4.613
72.2824379,-158.4652125,4.594
72.2824079,-158.4652873,4.632
72.2823780,-158.4653620,4.709
72.2823481,-158.4654366,4.802
72.2823182,-158.4655111,4.885
72.2822884,-158.4655856,4.951
72.2822586,-158.4656601,5.013
72.2822288,-158.4657345,5.071
72.2821990,-158.4658089,5.104
72.2821692,-158.4658834,5.123
72.2821395,-158.4659579,5.182
72.2821097,-158.4660324,5.287
72.2820800,-158.4661070,5.342
72.2820503,-158.4661817,5.247
72.2820205,-158.4662565,5.023
72.2819908,-158.4663314,4.777
72.2819610,-158.4664064,4.577
72.2819312,-158.4664816,4.416
72.2819014,-158.4665569,4.283
72.2818716,-158.4666324,4.177
72.2818418,-158.4667080,4.097
72.2818119,-158.4667839,4.041
72.2817820,-158.4668600,4.012
72.2817521,-158.4669363,4.001
72.2817221,-158.4670128,3.998
72.2816921,-158.4670896,4.002
72.2816622,-158.4671666,4.018
72.2816322,-158.4672438,4.037
72.2816023,-158.4673212,4.057
72.2815724,-158.4673988,4.096
72.2815425,-158.4674767,4.153
72.2815127,-158.4675547,4.194
72.2814830,-158.4676330,4.191
72.2814534,-158.4677115,4.159
72.2814238,-158.4677902,4.110
72.2813943,-158.4678691,4.049
72.2813649,-158.4679482,4.006
72.2813356,-158.4680275,4.011
72.2813063,-158.4681070,4.049
72.2812771,-158.4681867,4.100
72.2812480,-158.4682666,4.161
72.2812190,-158.4683467,4.224
72.2811900,-158.4684270,4.284
72.2811611,-158.4685075,4.355
72.2811322,-158.4685881,4.452
72.2811034,-158.4686689,4.583
72.2810746,-158.4687498,4.735
72.2810459,-158.4688309,4.847
72.2810171,-158.4689121,4.876
72.2809883,-158.4689934,4.852
72.2809596,-158.4690749,4.818
72.2809308,-158.4691564,4.781
72.2809020,-158.4692380,4.770
72.2808732,-158.4693197,4.811
72.2808443,-158.4694014,4.873
72.2808154,-158.4694832,4.891
72.2807864,-158.4695650,4.832
72.2807575,-158.4696468,4.732
72.2807286,-158.4697285,4.665
72.2806997,-158.4698102,4.661
72.2806707,-158.4698919,4.685
72.2806419,-158.4699735,4.693
72.2806130,-158.4700550,4.674
72.2805842,-158.4701364,4.654
72.2805554,-158.4702176,4.692
72.2805266,-158.4702988,4.831
72.2804979,-158.4703798,5.022
72.2804691,-158.4704607,5.135
72.2804403,-158.4705414,5.082
72.2804115,-158.4706220,4.900
72.2803827,-158.4707025,4.682
72.2803539,-158.4707828,4.477
72.2803250,-158.4708630,4.293
72.2802961,-158.4709430,4.128
72.2802671,-158.4710229,3.992
72.2802380,-158.4711025,3.895
72.2802089,-158.4711820,3.830
72.2801797,-158.4712614,3.785
72.2801505,-158.4713405,3.777
72.2801212,-158.4714194,3.809
72.2800919,-158.4714982,3.863
72.2800625,-158.4715767,3.943
72.2800330,-158.4716550,4.057
72.2800035,-158.4717331,4.184
72.2799739,-158.4718110,4.294
72.2799442,-158.4718886,4.368
72.2799145,-158.4719661,4.392
72.2798847,-158.4720434,4.385
72.2798548,-158.4721205,4.383
72.2798249,-158.4721974,4.401
72.2797950,-158.4722741,4.425
72.2797650,-158.4723506,4.453
72.2797350,-158.4724270,4.501
72.2797049,-158.4725032,4.560
72.2796748,-158.4725793,4.585
72.2796447,-158.4726553,4.546
72.2796144,-158.4727311,4.475
72.2795842,-158.4728069,4.414
72.2795539,-158.4728826,4.370
72.2795235,-158.4729582,4.335
72.2794931,-158.4730338,4.322
72.2794626,-158.4731094,4.340
72.2794320,-158.4731850,4.361
72.2794014,-158.4732606,4.353
72.2793707,-158.4733363,4.319
72.2793400,-158.4734119,4.277
72.2793092,-158.4734876,4.226
72.2792785,-158.4735633,4.161
72.2792477,-158.4736390,4.083
72.2792170,-158.4737147,3.993
72.2791863,-158.4737905,3.906
72.2791556,-158.4738662,3.839
72.2791250,-158.4739420,3.797
72.2790945,-158.4740178,3.763
72.2790640,-158.4740936,3.723
72.2790336,-158.4741694,3.688
72.2790033,-158.4742453,3.684
72.2789730,-158.4743213,3.729
72.2789427,-158.4743974,3.835
72.2789125,-158.4744736,4.025
72.2788823,-158.4745499,4.300
72.2788521,-158.4746264,4.608
72.2788220,-158.4747030,4.861
72.2787919,-158.4747798,5.000
72.2787618,-158.4748568,5.050
72.2787317,-158.4749339,5.074
72.2787016,-158.4750112,5.085
72.2786717,-158.4750887,5.062
72.2786418,-158.4751663,5.007
72.2786119,-158.4752440,4.937
72.2785822,-158.4753219,4.860
72.2785525,-158.4753999,4.783
72.2785230,-158.4754780,4.724
72.2784936,-158.4755562,4.697
72.2784643,-158.4756346,4.687
72.2784351,-158.4757130,4.666
72.2784059,-158.4757916,4.626
72.2783769,-158.4758702,4.571
72.2783478,-158.4759490,4.483
72.2783189,-158.4760279,4.354
72.2782899,-158.4761068,4.210
72.2782610,-158.4761859,4.069
72.2782320,-158.4762650,3.922
72.2782030,-158.4763442,3.779
72.2781741,-158.4764235,3.671
72.2781451,-158.4765029,3.602
72.2781161,-158.4765824,3.547
72.2780872,-158.4766619,3.482
72.2780582,-158.4767414,3.408
72.2780293,-158.4768210,3.350
72.2780005,-158.4769007,3.326
72.2779717,-158.4769803,3.347
72.2779430,-158.4770600,3.408
72.2779143,-158.4771397,3.469
72.2778858,-158.4772194,3.471
72.2778572,-158.4772991,3.405
72.2778287,-158.4773787,3.329
72.2778001,-158.4774583,3.286
72.2777716,-158.4775378,3.279
72.2777430,-158.4776173,3.294
72.2777144,-158.4776966,3.317
72.2776857,-158.4777759,3.324
72.2776570,-158.4778550,3.317
72.2776282,-158.4779340,3.318
72.2775992,-158.4780128,3.340
72.2775702,-158.4780915,3.377
72.2775411,-158.4781701,3.410
72.2775119,-158.4782485,3.402
72.2774827,-158.4783267,3.335
72.2774534,-158.4784048,3.264
72.2774240,-158.4784827,3.257
72.2773945,-158.4785604,3.309
72.2773650,-158.4786380,3.355
72.2773354,-158.4787154,3.353
72.2773058,-158.4787926,3.318
72.2772762,-158.4788696,3.286
72.2772465,-158.4789464,3.267
72.2772168,-158.4790230,3.257
72.2771870,-158.4790995,3.246
72.2771573,-158.4791757,3.232
72.2771275,-158.4792517,3.219
72.2770978,-158.4793274,3.210
72.2770680,-158.4794030,3.207
72.2770382,-158.4794783,3.223
72.2770085,-158.4795534,3.259
72.2769787,-158.4796283,3.299
72.2769490,-158.4797031,3.336
72.2769192,-158.4797776,3.363
72.2768894,-158.4798520,3.371
72.2768596,-158.4799262,3.362
72.2768298,-158.4800002,3.342
72.2767999,-158.4800742,3.324
72.2767700,-158.4801480,3.332
72.2767401,-158.4802217,3.370
72.2767101,-158.4802953,3.415
72.2766801,-158.4803689,3.449
72.2766500,-158.4804424,3.452
72.2766200,-158.4805158,3.433
72.2765900,-158.4805893,3.432
72.2765599,-158.4806627,3.463
72.2765299,-158.4807361,3.491
72.2765000,-158.4808095,3.517
72.2764700,-158.4808830,3.577
72.2764401,-158.4809565,3.661
72.2764102,-158.4810301,3.731
72.2763804,-158.4811038,3.777
72.2763506,-158.4811775,3.807
72.2763209,-158.4812513,3.807
72.2762912,-158.4813253,3.757
72.2762616,-158.4813993,3.661
72.2762320,-158.4814734,3.539
72.2762025,-158.4815476,3.405
72.2761730,-158.4816220,3.251
72.2761436,-158.4816965,3.058
72.2761142,-158.4817711,2.839
72.2760849,-158.4818459,2.642
72.2760556,-158.4819209,2.506
72.2760263,-158.4819961,2.425
72.2759970,-158.4820714,2.359
72.2759678,-158.4821470,2.269
72.2759385,-158.4822227,2.155
72.2759093,-158.4822988,2.064
72.2758800,-158.4823750,2.025
72.2758507,-158.4824515,2.026
72.2758214,-158.4825282,2.038
72.2757921,-158.4826051,2.047
72.2757628,-158.4826822,2.061
72.2757336,-158.4827595,2.114
72.2757043,-158.4828369,2.221
72.2756752,-158.4829143,2.350
72.2756460,-158.4829919,2.469
72.2756170,-158.4830694,2.580
72.2755880,-158.4831470,2.699
72.2755591,-158.4832246,2.845
72.2755303,-158.4833022,3.021
72.2755016,-158.4833799,3.202
72.2754729,-158.4834577,3.339
72.2754443,-158.4835357,3.393
72.2754158,-158.4836139,3.366
72.2753873,-158.4836924,3.304
72.2753588,-158.4837712,3.251
72.2753304,-158.4838504,3.236
72.2753020,-158.4839300,3.275
72.2752736,-158.4840100,3.343
72.2752452,-158.4840905,3.391
72.2752168,-158.4841712,3.402
72.2751885,-158.4842523,3.400
72.2751601,-158.4843335,3.413
72.2751317,-158.4844148,3.445
72.2751033,-158.4844962,3.492
72.2750749,-158.4845776,3.563
72.2750465,-158.4846589,3.672
72.2750180,-158.4847400,3.801
72.2749895,-158.4848209,3.915
72.2749610,-158.4849017,4.012
72.2749325,-158.4849822,4.110
72.2749039,-158.4850626,4.219
72.2748753,-158.4851428,4.316
72.2748467,-158.4852229,4.364
72.2748180,-158.4853028,4.356
72.2747894,-158.4853826,4.339
72.2747607,-158.4854624,4.355
72.2747320,-158.4855420,4.405
72.2747033,-158.4856216,4.458
72.2746745,-158.4857010,4.491
72.2746457,-158.4857804,4.496
72.2746169,-158.4858597,4.466
72.2745880,-158.4859389,4.381
72.2745590,-158.4860180,4.258
72.2745299,-158.4860969,4.124
72.2745007,-158.4861758,3.964
72.2744714,-158.4862545,3.770
72.2744420,-158.4863330,3.575
72.2744125,-158.4864114,3.409
72.2743828,-158.4864896,3.274
72.2743530,-158.4865677,3.189
72.2743232,-158.4866456,3.184
72.2742932,-158.4867234,3.237
72.2742632,-158.4868010,3.289
72.2742332,-158.4868785,3.325
72.2742031,-158.4869558,3.384
72.2741731,-158.4870330,3.482
72.2741430,-158.4871100,3.591
72.2741129,-158.4871869,3.708
72.2740829,-158.4872636,3.862
72.2740529,-158.4873401,4.023
72.2740229,-158.4874165,4.094
72.2739929,-158.4874928,4.043
72.2739629,-158.4875689,3.941
72.2739329,-158.4876449,3.868
72.2739030,-158.4877207,3.837
72.2738730,-158.4877964,3.824
72.2738430,-158.4878720,3.819
72.2738130,-158.4879475,3.815
72.2737830,-158.4880228,3.774
72.2737530,-158.4880980,3.641
72.2737230,-158.4881732,3.423
72.2736929,-158.4882483,3.195
72.2736629,-158.4883233,3.046
72.2736327,-158.4883983,3.018
72.2736025,-158.4884732,3.084
72.2735723,-158.4885481,3.165
72.2735420,-158.4886230,3.215
72.2735116,-158.4886979,3.266
72.2734812,-158.4887728,3.369
